indx	film	id	screens	runtime	genre	sequel_remake	production_banner	actors	directors	producers	music	lyrics	screenplay	dialogue	story
94	Bhaag Milkha Bhaag	1292	1650	188	Drama	0	Rakesh Omprakash Mehra Pictures|Viacom 18 Motion Pictures	Farhan Akhtar|Sonam Kapoor|Rebecca Breeds|Prakash Raj	Rakesh Omprakash Mehra	Rakesh Omprakash Mehra	Shankar-Ehsaan-Loy	Prasoon Joshi	Prasoon Joshi	Prasoon Joshi	Prasoon Joshi
95	Badrinath Ki Dulhania	3480	2800	139	Romance	0	Dharma Productions Pvt. Ltd.|Fox Star Studio India Pvt. Ltd.	Varun Dhawan|Alia Bhatt|Sahil Vaid|Gauhar Khan	Shashank Khaitan	Karan Johar|Hiroo Johar|Apoorva Mehta	Akhil Sachdeva|Tanishk|Amal Malik	none	none	none	none
96	ABCD 2	2882	2500	154	Drama	1	UTV Motion Pictures	Prabhu Deva|Varun Dhawan|Shraddha Kapoor|Sushant Pujari	Remo D'Souza	Siddharth Roy Kapur	Sachin-Jigar	Mayur Puri|Priya Saraiya	Tushar Hiranandani|Remo D'Souza	none	none
97	Grand Masti	1482	2100	136	Comedy	0	Maruti International	Vivek Oberoi|Aftab Shivdasani|Riteish Deshmukh|Manjari Fadnis	Indra Kumar	Ashok Thakeria|Indra Kumar	Sanjeev-Darshan|Anand Raj Anand	Kumaar|Manoj Darpan	none	none	none
98	Barfi!	1061	1250	151	Drama	0	UTV Motion Pictures	Ranbir Kapoor|Priyanka Chopra|Ileana D'Cruz|Roopa Ganguly	Anurag Basu	Siddharth Roy Kapur|Ronnie Screwvala	Pritam	Swanand Kirkire|Sayeed Quadri|Neelish Misra	none	none	none
99	Stree	3826	1950	129	Comedy	0	D2R Films|Maddock Films	Rajkummar Rao|Shraddha Kapoor|Pankaj Tripathi|Aparshakti Khurana	Amar Kaushik	Dinesh Vijan|Krishna D.K|Raj Nidimoru	Sachin-Jigar	Vayu|Baadshah	none	none	none
100	Raazi	3760	1850	140	Drama	0	Dharma Productions Pvt. Ltd.|Junglee Pictures	Alia Bhatt|Vicky Kaushal|Jaideep Ahlawat|Rajit Kapoor	Meghna Gulzar	Vineet Jain|Karan Johar|Hiroo Johar|Apoorva Mehta	Shankar-Ehsaan-Loy	Gulzar	none	none	none
101	Phir Hera Pheri	367	575	153	Comedy	0	Base Industries Group	Akshay Kumar|Suneil Shetty|Paresh Rawal|Bipasha Basu	Neeraj Vora	Firoz Nadiadwala	Himesh Reshammiya|Akbar Sami	Sameer	Neeraj Vora	Neeraj Vora	none
102	The Dirty Picture	30	1600	153	Drama	0	ALT Entertainment|Balaji Motion Pictures	Naseeruddin Shah|Vidya Balan|Emraan Hashmi|Tusshar Kapoor	Milan Luthria	Ekta Kapoor|Shobha Kapoor	Vishal-Shekhar	Rajat Arora	Rajat Arora	Rajat Arora	none
103	Bunty Aur Babli	390	475	164	Comedy	0	Yash Raj Films	Amitabh Bachchan|Abhishek Bachchan|Rani Mukherjee|Raj Babbar	Shaad Ali	Aditya Chopra	Shankar-Ehsaan-Loy	Gulzar	Jaideep Sahni|Aditya Chopra	Jaideep Sahni	none
104	Ek Villain	2271	2500	130	Thriller	0	Balaji Motion Pictures	Riteish Deshmukh|Sidharth Malhotra|Shraddha Kapoor|Kamaal R. Khan	Mohit Suri	Ekta Kapoor|Shobha Kapoor	Adnan Dhool|Ankit Tiwari|Mithoon|Rabbi Ahmed	none	none	none	none
105	Mujhe Kucch Kehna Hai	665	225	144	Romance	0	Puja Entertainment Ltd.	Tusshar Kapoor|Kareena Kapoor|Rinke Khanna|Amrish Puri	Satish Kaushik	Vashu Bhagnani	Anu Malik	Sameer	A. Karunakaran	Aman Jaffery|Bholu Khan	none
106	Ajab Prem Ki Ghazab Kahani	139	1300	162	Comedy	0	Tips Industries Pvt. Ltd.	Ranbir Kapoor|Katrina Kaif|Upen Patel|Darshan Jariwala	Rajkumar Santoshi	Ramesh S. Taurani	Pritam	Ashish Pandit|Irshad Kamil	Rajkumar Santoshi|K. Rajeshwar	none	none
107	OMG! Oh My God	1142	1200	132	Comedy	0	Grazing Goat Pictures Pvt. Ltd.|Playtime Creationn|S. Spice Studios|Viacom 18 Motion Pictures	Mithun Chakraborty|Akshay Kumar|Paresh Rawal|Om Puri	Umesh Shukla	none	Meet Bros|Sachin-Jigar|Himesh Reshammiya	Subrat Sinha|Shabbir Ahmed|Sameer	none	none	none
108	2 States	2228	1900	149	Romance	0	Dharma Productions Pvt. Ltd.|Nadiadwala Grandson Entertainment|UTV Motion Pictures	Arjun Kapoor|Alia Bhatt|Amrita Singh|Revathi	Abhishek Varman	Sajid Nadiadwala|Karan Johar	Shankar-Ehsaan-Loy	Niranjan Iyengar|Amitabh Bhattacharya	Abhishek Varman	none	none
109	Dhoom	450	325	123	Action	0	Yash Raj Films	Abhishek Bachchan|Uday Chopra|John Abraham|Esha Deol	Sanjay Gadhvi	Aditya Chopra	Pritam	Sameer	none	Vijay Krishna Acharya	Vijay Krishna Acharya
110	Bala	5732	2950	133	Comedy	0	Jio Studios|Maddock Films	Ayushman Khurana|Bhumi Pednekar|Yami Gautam|Javed Jaffrey	Amar Kaushik	Dinesh Vijan	Sachin-Jigar	MellowD|Baadshah|Priya Saraiya|Bhargav Purohit	none	none	none
111	Sonu Ke Titu Ki Sweety	3720	1650	140	Comedy	0	Luv Films|T-Series	Kartik Aryan|Nushrat Bharucha|Sunny Singh Nijjar|Ishita Raj	Luv Ranjan	Bhushan Kumar|Luv Ranjan|Ankur Garg|Krishan Kumar	Amal Malik|Honey Singh	none	none	none	none
112	Raaz 3	1046	2100	133	Thriller	1	Fox Star Studio India Pvt. Ltd.|Vishesh Films Pvt. Ltd.	Bipasha Basu|Emraan Hashmi|Esha Gupta|Manish Chaudhary	Vikram Bhatt	Mukesh Bhatt	Rashid Khan|Mithoon|Jeet Ganguly	Kumaar|Sanjay Masoom	none	none	none
113	Jaane Tu... Ya Jaane Na	317	600	155	Romance	0	Aamir Khan Productions|PVR Pictures	Imran Khan|Genelia D'Souza|Manjari Fadnis|Ayaz Khan	Abbas Tyrewala	Aamir Khan|Mansoor Khan	A.R. Rahman	Abbas Tyrewala	Abbas Tyrewala	Abbas Tyrewala	none
114	Kya Kehna	750	135	155	Drama	0	Tips Industries Pvt. Ltd.	Saif Ali Khan|Chandrachur Singh|Preity Zinta|Anupam Kher	Kundan Shah	Ramesh S. Taurani|Kumar S. Taurani	Rajesh Roshan	Majrooh Sultanpuri	Honey Irani	Honey Irani	none
115	Malamaal Weekly	366	300	137	Comedy	0	Percept Picture Company	Paresh Rawal|Om Puri|Riteish Deshmukh|Reema Sen	Priyadarshan	Suresh Menon	Uttankk V. Vorra	Nawab Arzoo|Chhaya Vora|Nitin Raikwar|Sai Barve	none	none	none
116	Fukrey Returns	3672	1500	135	Comedy	0	Excel Entertainment	Pulkit Samrat|Ali Fazal|Varun Sharma|Manjot Singh	Mrighdeep Singh Lamba	Farhan Akhtar|Ritesh Sidhwani	Shree-Isshq|Gulraj Singh|Jasleen Royal|Prem-Hardeep	none	none	none	none
117	Jannat	316	825	138	Drama	0	Vishesh Films Pvt. Ltd.	Emraan Hashmi|Sonal Chauhan|Samir Kochhar|Vishal Malhotra	Kunal Deshmukh	Mukesh Bhatt	Kamran Ahmed|Pritam	Sayeed Quadri|Neelish Misra	Vishesh Bhatt	none	none
118	Murder 2	38	1300	130	Thriller	1	Vishesh Films Pvt. Ltd.	Emraan Hashmi|Jacqueline Fernandez|Sudhanshu Pandey|Prashant Narayanan	Mohit Suri	Mukesh Bhatt	Mithoon|Sangeet-Siddharth|Harshit Saxena	Sayeed Quadri|Mithoon	none	none	none
119	Bewafa Sanam	2985	65	145	Romance	0	Super Cassettes Industries Pvt. Ltd.	Krishan Kumar|Shilpa Shirodkar|Sagar|Aruna Irani	Gulshan Kumar	Gulshan Kumar	Nikhil-Vinay|Milind Sagar	Shafir|Sadique|Ishrat	none	none	none
120	Pyaar Ka Punchnama 2	3083	1400	136	Comedy	1	Panorama Studios|Viacom 18 Motion Pictures	Kartik Aryan|Nushrat Bharucha|Sunny Singh Nijjar|Sonalli Sehgal	Luv Ranjan	Abhishek Pathak	Hitesh Sonik|Toshi-Sharib	Hitesh Sonik|Akram Sabri|Luv Ranjan	none	none	none
121	Murder	458	215	130	Thriller	0	Vishesh Films Pvt. Ltd.	Emraan Hashmi|Ashmit Patel|Mallika Sherawat|Raj Zutshi	Anurag Basu	Mukesh Bhatt	Anu Malik	Sayeed Quadri|Rahat Indori	Anurag Basu	Anurag Basu	none
122	Prem Ratan Dhan Payo	3125	4200	165	Drama	0	Fox Star Studio India Pvt. Ltd.|Rajshri Productions Pvt. Ltd.	Salman Khan|Sonam Kapoor|Neil Nitin Mukesh|Anupam Kher	Sooraj Barjatya	Ajit Kumar Barjatya|Kamal Kumar Barjatya|Rajkumar Barjatya	Himesh Reshammiya	Irshad Kamil	Sooraj Barjatya	none	none
123	Devdas	591	325	185	Romance	0	Mega Bollywood Pvt.Ltd.	Shahrukh Khan|Madhuri Dixit|Aishwarya Rai|Jackie Shroff	Sanjay Leela Bhansali	Bharat Shah	Monty Sharma|Ismail Darbar	none	Sanjay Leela Bhansali	none	none
124	Bajirao Mastani	3193	2700	158	Drama	0	Eros International|Sanjay Leela Bhansali Films	Ranveer Singh|Deepika Padukone|Priyanka Chopra|Tanvi Azmi	Sanjay Leela Bhansali	Sanjay Leela Bhansali|Kishore Lulla	Sanjay Leela Bhansali	A.M. Turaz|Prashant Ingole|Ganesh Chandanshive	none	none	Vijayendra Prasad
125	Lagaan	659	270	218	Drama	0	Aamir Khan Productions	Aamir Khan|Gracy Singh|Rachel Shelley|Paul Blackthorne	Ashutosh Gowariker	Aamir Khan	A.R. Rahman	Javed Akhtar	Ashutosh Gowariker	Ashutosh Gowariker|Kumar Dave	Ashutosh Gowariker
126	Hum Dil De Chuke Sanam	2403	250	184	Romance	0	Sanjay Leela Bhansali Films	Salman Khan|Ajay Devgn|Aishwarya Rai|Zohra Sehgal	Sanjay Leela Bhansali	Sanjay Leela Bhansali	Ismail Darbar	Mehboob	Sanjay Leela Bhansali|Kenneth Phillips	Amrik Gill	none
127	Gupt	2674	250	163	Thriller	0	Trimurti Films Pvt. Ltd.	Bobby Deol|Manisha Koirala|Kajol|Prem Chopra	Rajiv Rai	Gulshan Rai	Viju Shah	Anand Bakshi	Shabbir Boxwala|Rajiv Rai	Naeem Sha	none
128	Bade Miyan Chote Miyan	2515	320	144	Romance	0	Epic Enterprises	Amitabh Bachchan|Govinda|Raveena Tandon|Ramya Krishnan	David Dhawan	Vashu Bhagnani|Sheetal Jain	Viju Shah	Sameer	Rumi Jaffery	Rumi Jaffery	none
129	Ra.One	28	2900	151	Action	0	Eros International|Red Chillies Entertainment	Shahrukh Khan|Kareena Kapoor|Arjun Rampal|Shahana Goswami	Anubhav Sinha	Gauri Khan	Vishal-Shekhar	Vishal Daldani|Anvita Dutt|Kumaar|Niranjan Iyengar	none	none	none
130	Indian	660	375	174	Action	0	Sunny Super Sound	Sunny Deol|Shilpa Shetty|Raj Babbar|Danny Denzongpa	N. Maharajan	none	Anand Raj Anand	none	N. Maharajan	N. Maharajan	Sanjay Masoom
131	Don 2	29	2850	146	Action	1	Excel Entertainment|Reliance Entertainment	Shahrukh Khan|Priyanka Chopra|Lara Datta|Boman Irani	Farhan Akhtar	Farhan Akhtar|Ritesh Sidhwani	Shankar-Ehsaan-Loy	Javed Akhtar	Farhan Akhtar|Ameet Mehta	none	none
132	Bol Bachchan	262	2500	154	Comedy	0	Ajay Devgn Films|Shree Ashtavinayak Cinevision Ltd.	Ajay Devgn|Abhishek Bachchan|Asin|Prachi Desai	Rohit Shetty	Ajay Devgn|Dhilin Mehta	Ajay-Atul|Himesh Reshammiya	Farhad-Sajid|Swanand Kirkire	none	none	none
133	Holiday - A Soldier Is Never Off Duty	2256	3300	170	Thriller	0	Hari Om Entertainment|Reliance Entertainment|Sunshine Pictures Ltd.	Akshay Kumar|Sonakshi Sinha|Farhad|Sumeet Raghavan	A.R. Murugadoss	Vipul Amrutlal Shah|Aruna Bhatia	Pritam	Irshad Kamil	A.R. Murugadoss	A.R. Murugadoss	none
134	Kal Ho Naa Ho	508	400	186	Romance	0	Dharma Productions Pvt. Ltd.	Jaya Bachchan|Shahrukh Khan|Saif Ali Khan|Preity Zinta	Nikhil Advani	Karan Johar|Yash Johar	Shankar-Ehsaan-Loy	Javed Akhtar	Karan Johar	Karan Johar	none
135	Total Dhamaal	5607	3750	129	Comedy	0	Ajay Devgn Films|Fox Star Studio India Pvt. Ltd.|Maruti International	Anil Kapoor|Madhuri Dixit|Ajay Devgn|Riteish Deshmukh	Indra Kumar	Indra Kumar|Ashok Thakeria|Anand Pandit	Gourav-Roshin	Kumaar|Kunwar Juneja	none	none	none
136	Goliyon Ki Raasleela Ram - Leela	1765	3000	153	Romance	0	Eros International|Sanjay Leela Bhansali Films	Ranveer Singh|Deepika Padukone|Supriya Pathak|Gulshan Devaiya	Sanjay Leela Bhansali	Sanjay Leela Bhansali|Kishore Lulla	Sanjay Leela Bhansali	Siddharth-Garima	none	Sanjay Leela Bhansali|Siddharth-Garima	none
137	Sarfarosh	2411	220	158	Drama	0	Cinematt Pictures Pvt. Ltd.	Naseeruddin Shah|Aamir Khan|Sonali Bendre|Mukesh Rishi	John M. Matthan	John M. Matthan	Jatin-Lalit	Sameer|Indeevar|Israr Ansari|Nida Fazli	John M. Matthan	Hriday Lani|Pathik Vats	none
138	Judwaa	2706	220	139	Romance	0	Nadiadwala Grandson Entertainment	Salman Khan|Karisma Kapoor|Rambha|Kader Khan	David Dhawan	Sajid Nadiadwala	Anu Malik	Dev Kohli|Nitin Raikwar	Rumi Jaffery	Rumi Jaffery	none
139	Saaho	5702	4200	162	Action	0	T-Series|UV Creations	Prabhas|Shraddha Kapoor|Jackie Shroff|Neil Nitin Mukesh	Sujeeth	Pramod Uppalapati|Vamsi Krishna Reddy	Guru Randhawa|Shankar-Ehsaan-Loy|Baadshah|Tanishk	none	none	none	none
140	Kesari	5617	3550	151	Drama	0	Azure Entertainment|Dharma Productions Pvt. Ltd.|Zee Studios	Akshay Kumar|Parineeti Chopra|Vansh Bhardwaj|Suvinder Vicky	Anurag Singh	Karan Johar|Hiroo Johar|Apoorva Mehta|Sunir Kheterpal|Aruna Bhatia	Jasleen Royal	none	none	none	none
141	Dulhan Hum Le Jayenge	716	300	148	Comedy	0	Baba Films	Salman Khan|Karisma Kapoor|Om Puri|Paresh Rawal	David Dhawan	Gordhan Tanwani	Himesh Reshammiya	Sudhakar Sharma	Rumi Jaffery	Rumi Jaffery	Rumi Jaffery
142	Wanted	137	1400	153	Action	0	BSK Network And Entertainment|Sahara One Motion Pictures	Salman Khan|Ayesha Takia|Vinod Khanna|Prakash Raj	Prabhu Deva	Boney Kapoor	Sajid Wajid	Arun Bhairav|Wajid|Sameer|Jalees Sherwani	none	none	none
143	Laadla	3159	170	165	Romance	0	Neha Arts	Anil Kapoor|Sridevi|Raveena Tandon|Farida Jalal	Raj Kanwar	Nitin Manmohan	Anand-Milind	Sameer	Anees Bazmee	Anees Bazmee	Anees Bazmee
144	Kachche Dhaage	2452	290	142	Action	0	Tips Industries Pvt. Ltd.	Ajay Devgn|Saif Ali Khan|Manisha Koirala|Namrata Shirodkar	Milan Luthria	Ramesh S. Taurani|Kumar S. Taurani	Nusrat Fateh Ali Khan	Anand Bakshi	Anjum Rajabali	Milan Luthria	none
145	Rang De Basanti	369	600	155	Drama	0	Rakesh Omprakash Mehra Pictures|UTV Motion Pictures	Aamir Khan|Siddharth|Sharman Joshi|Kunal Kapoor	Rakesh Omprakash Mehra	Rakesh Omprakash Mehra|Ronnie Screwvala	A.R. Rahman	Prasoon Joshi	Prasoon Joshi|Kamlesh Pandey	none	none
146	Super 30	5688	3050	154	Drama	0	HRX Films|Nadiadwala Grandson Entertainment|Reliance Entertainment	Hrithik Roshan|Mrunal Thakur|Pankaj Tripathi|Aditya Shrivastava	Vikas Bahl	Sajid Nadiadwala|Vikas Bahl|Anurag Kashyap|Vikramaditya Motwane	Ajay-Atul	Amitabh Bhattacharya	none	none	none
147	Jab Tak Hai Jaan	1177	2450	179	Romance	0	Yash Raj Films	Shahrukh Khan|Katrina Kaif|Anushka Sharma|Sarika	Yash Chopra	Aditya Chopra	A.R. Rahman	Gulzar	Aditya Chopra	Devika Bhagat|Aditya Chopra	none
148	Main Hoon Na	452	550	179	Romance	0	Red Chillies Entertainment	Shahrukh Khan|Suneil Shetty|Sushmita Sen|Amrita Rao	Farah Khan	Gauri Khan	Anu Malik	Javed Akhtar	Farah Khan	Farah Khan|Abbas Tyrewala	none
149	Don - The Chase Begins Again	292	850	171	Action	0	Excel Entertainment	Shahrukh Khan|Priyanka Chopra|Arjun Rampal|Boman Irani	Farhan Akhtar	Farhan Akhtar|Ritesh Sidhwani	Shankar-Ehsaan-Loy	Javed Akhtar	Farhan Akhtar	Farhan Akhtar	none
150	Son Of Sardaar	1178	2000	141	Romance	0	Ajay Devgn Films|Eros International|Viacom 18 Motion Pictures|YRV Infra & Media Pvt. Ltd.	Sanjay Dutt|Ajay Devgn|Juhi Chawla|Sonakshi Sinha	Ashwini Dhir	N.R. Pachisia|Ajay Devgn|Pravin Talreja	Himesh Reshammiya|Sajid Wajid	Sameer	none	none	none
151	Jodi No.1	661	285	154	Comedy	0	Time Magnetics Pvt. Ltd.	Sanjay Dutt|Govinda|Twinkle Khanna|Monica Bedi	David Dhawan	Dhirajlal Shah	Himesh Reshammiya|Anand Raj Anand	Sudhakar Sharma|Dev Kohli|Pratik Joseph	none	none	none
152	Deewana Mastana	2642	230	139	Comedy	0	M.K.D. Films	Anil Kapoor|Govinda|Juhi Chawla|Johny Lever	David Dhawan	Ketan Desai	Laxmikant-Pyarelal	Anand Bakshi	Anees Bazmee|Prayag Raj	Anees Bazmee	none
153	M.S. Dhoni - The Untold Story	3394	3900	185	Drama	0	Fox Star Studio India Pvt. Ltd.|Friday Filmworks Pvt. Ltd.|Inspired Entertainment	Sushant Singh Rajput|Kiara Advani|Disha Patani|Anupam Kher	Neeraj Pandey	Arun Pandey	Amal Malik	Manoj Muntashir	Neeraj Pandey|Dilip Jha	Neeraj Pandey	none
154	Gully Boy	5602	3350	156	Drama	0	Epitome Entertainment Pvt. Ltd.|Tiger Baby	Ranveer Singh|Alia Bhatt|Kalki Koechlin|Siddhant Kumar	Zoya Akhtar	Zoya Akhtar|Farhan Akhtar|Ritesh Sidhwani|Zoya Akhtar	Ishq Bector|Karsh Kale	Divine Tewari|Ankur Tewari	Reema Kagti|Zoya Akhtar	Vijay Maurya	none
155	Sabse Bada Khiladi	2988	200	166	Action	0	DMS Films Pvt. Ltd.	Akshay Kumar|Mamta Kulkarni|Mohnish Bahl|Gulshan Grover	Umesh Mehra	Keshu Ramsay	Rajesh Roshan	Dev Kohli	Ved Prakash Sharma	Ved Prakash Sharma	Ved Prakash Sharma
156	Housefull	92	1700	156	Comedy	0	Eros International|Nadiadwala Grandson Entertainment	Akshay Kumar|Riteish Deshmukh|Arjun Rampal|Deepika Padukone	Sajid Khan	Sajid Nadiadwala	Shankar-Ehsaan-Loy	Amitabh Bhattacharya|Sameer	Sajid Nadiadwala	Milap Zaveri	none
157	Dulhe Raja	2553	165	149	Comedy	0	Eastern Films	Govinda|Raveena Tandon|Kader Khan|Prem Chopra	Harmesh Malhotra	Harmesh Malhotra	Anand-Milind	Sameer	Rajeev Kaul|Praful Parekh	Anwar Khan	none
158	Bhool Bhulaiyaa	233	1050	158	Comedy	0	T-Series	Akshay Kumar|Vidya Balan|Shiney Ahuja|Ameesha Patel	Priyadarshan	Bhushan Kumar|Krishan Kumar	Pritam	Sameer	Madhu Muttam	Neeraj Vora	none
159	Housefull 3	3296	3650	134	Comedy	1	Eros International|Nadiadwala Grandson Entertainment	Akshay Kumar|Abhishek Bachchan|Riteish Deshmukh|Jacqueline Fernandez	Farhad-Sajid	Sajid Nadiadwala	Mika Singh|Sohail Sen|Toshi-Sharib|Milind Gaba|Tanishk	none	none	none	none
160	My Name Is Khan	96	1650	164	Drama	0	Dharma Productions Pvt. Ltd.|Fox Star Studio India Pvt. Ltd.|Red Chillies Entertainment	Shahrukh Khan|Kajol|Jimmy Shergill|Sonya Jehan	Karan Johar	Hiroo Johar|Gauri Khan	Shankar-Ehsaan-Loy	Niranjan Iyengar	Shibani Bathija	Shibani Bathija	none
161	Badal	717	310	166	Action	0	Aftab Pictures Pvt. Ltd.	Bobby Deol|Rani Mukherjee|Mayuri Kango|Amrish Puri	Raj Kanwar	Salim Akhtar	Anu Malik	Sameer	Raj Kanwar	Robin Bhatt|Sutanu Gupta	none
162	Jolly LLB 2	3464	3300	138	Comedy	1	Fox Star Studio India Pvt. Ltd.	Akshay Kumar|Huma Quershi|Annu Kapoor|Saurabh Shukla	Subhash Kapoor	none	Manj Musik|Chirantan Bhatt|Meet Bros|Vishal Khurana	Shabbir Ahmed|Raftaar	none	none	none
163	Zindagi Na Milegi Dobara	33	1400	154	Drama	0	Eros International|Excel Entertainment	Hrithik Roshan|Abhay Deol|Farhan Akhtar|Katrina Kaif	Zoya Akhtar	Farhan Akhtar|Ritesh Sidhwani	Shankar-Ehsaan-Loy	Javed Akhtar	Zoya Akhtar|Reema Kagti	none	none
164	Jaan	2801	205	168	Action	0	Suneha Arts	Ajay Devgn|Twinkle Khanna|Amrish Puri|Vivek Mushran	Raj Kanwar	Ashok Ghai	Anand-Milind	Anand Bakshi	Ranbir Pushp	Kamlesh Pandey	Raj Kanwar
165	Haseena Maan Jayegi	2404	230	147	Comedy	0	Rahul Productions	Sanjay Dutt|Govinda|Karisma Kapoor|Pooja Batra	David Dhawan	Smita Thackeray	Anu Malik	Nitin Raikwar|Suraj|Sameer	Imtiaz Patel	none	none
166	Ae Dil Hai Mushkil	3402	2850	157	Romance	0	Dharma Productions Pvt. Ltd.|Fox Star Studio India Pvt. Ltd.	Aishwarya Rai|Ranbir Kapoor|Anushka Sharma|Fawad Khan	Karan Johar	Hiroo Johar|Karan Johar|Apoorva Mehta	Pritam	Amitabh Bhattacharya	Karan Johar	none	none
167	Satya	2555	85	167	Drama	0	Ram Gopal Varma Productions	J.D. Chakravarthi|Urmila Matondkar|Paresh Rawal|Manoj Bajpai	Ram Gopal Verma	Ram Gopal Verma	Vishal Bhardwaj	Gulzar	Anurag Kashyap|Saurabh Shukla	Anurag Kashyap	none
168	Main Khiladi Tu Anari	3074	210	180	Romance	0	United Seven Entertainment Ltd.	Akshay Kumar|Saif Ali Khan|Shilpa Shetty|Raageshwari	Sameer Malkan	Champak Jain	Anu Malik	Hasrat Jaipuri|Maya Govind|Rani Malik|Anwar Sagar	none	none	none
169	Ghulam	2557	185	156	Drama	0	Vishesh Films Pvt. Ltd.	Aamir Khan|Rani Mukherjee|Rajit Kapoor|Mita Vashisht	Vikram Bhatt	Mukesh Bhatt	Jatin-Lalit	Sameer|Nitin Raikwar|Vinoo Mahendra|Indeevar	none	none	none
170	Heyy Babyy	246	1000	144	Comedy	0	Eros International|Nadiadwala Grandson Entertainment	Akshay Kumar|Vidya Balan|Fardeen Khan|Riteish Deshmukh	Sajid Khan	Sajid Nadiadwala	Shankar-Ehsaan-Loy	Anvita Dutt|Sameer|Shankar Mahadevan	Sajid Khan	none	none
171	Bandhan	2519	200	156	Drama	0	Siddhi Vinayak Creations	Jackie Shroff|Salman Khan|Rambha|Ashwini Bhave	K. Murali Mohana Rao	Narendra Bajaj	Himesh Reshammiya|Anand Raj Anand	Dev Kohli|Arun Bhairav|Sudhakar Sharma	none	none	none
172	Guru	223	650	166	Drama	0	Madras Talkies	Mithun Chakraborty|Abhishek Bachchan|Aishwarya Rai|R. Madhavan	Mani Ratnam	Mani Ratnam|G. Srinivasan	A.R. Rahman	Gulzar	Mani Ratnam	none	Anurag Kashyap
173	Race	190	1300	148	Thriller	0	Tips Industries Pvt. Ltd.|UTV Motion Pictures	Anil Kapoor|Saif Ali Khan|Akshaye Khanna|Bipasha Basu	Abbas-Mustan	Ramesh S. Taurani|Kumar S. Taurani	Pritam	Sameer	Shiraz Ahmed	Shiraz Ahmed	none
174	Virasat	2681	175	161	Drama	0	M.R. Productions	Anil Kapoor|Tabu|Pooja Batra|Amrish Puri	Priyadarshan	Mushir-Riaz	Anu Malik	Javed Akhtar|Nitin Raikwar	Vinay Shukla	Vinay Shukla	Kamal Hassan
175	Mujhse Shaadi Karogi	453	550	158	Comedy	0	Nadiadwala Grandson Entertainment	Salman Khan|Akshay Kumar|Priyanka Chopra|Amrish Puri	David Dhawan	Sajid Nadiadwala	Anu Malik|Sajid Wajid|Arun Bhairav	Sameer|Jalees Sherwani	none	none	none
176	Love Aaj Kal	138	1350	129	Romance	0	Eros International|Illuminati Films	Saif Ali Khan|Deepika Padukone|Rishi Kapoor|Rahul Khanna	Imtiaz Ali	Saif Ali Khan|Dinesh Vijan	Pritam	Irshad Kamil	Imtiaz Ali	Imtiaz Ali	none
177	Golmaal Returns	311	1250	135	Comedy	1	Shree Ashtavinayak Cinevision Ltd.	Ajay Devgn|Kareena Kapoor|Arshad Warsi|Tusshar Kapoor	Rohit Shetty	Dhilin Mehta	Ashish Pandit|Pritam	Neeraj Shridhar|Sameer|Indie	none	none	none
178	Ram Jaane	2915	175	157	Action	0	Eagle Films Pvt. Ltd.	Shahrukh Khan|Juhi Chawla|Vivek Mushran|Pankaj Kapoor	Rajiv Mehra	Pravesh Mehra	Anu Malik	Anand Bakshi	Vinay Shukla	Vinay Shukla	Vinay Shukla
179	Bhagam Bhag	284	750	150	Comedy	0	Popcorn Motion Pictures Pvt. Ltd.|Shree Ashtavinayak Cinevision Ltd.	Akshay Kumar|Govinda|Paresh Rawal|Lara Datta	Priyadarshan	Suneil Shetty|Dhaval Jatania	Pritam	Sameer	Neeraj Vora	Neeraj Vora	none
180	Vijaypath	3090	205	160	Action	0	Time Magnetics Pvt. Ltd.	Ajay Devgn|Tabu|Suresh Oberoi|Gulshan Grover	Faroogh Siddiqui	Dhirajlal Shah	Anu Malik	Shaily Shailendra|Shyam Anuragi|Indeevar|Anwar Sagar	none	none	none
181	Once Upon A Time In Mumbaai	85	1400	133	Drama	0	Balaji Motion Pictures	Ajay Devgn|Emraan Hashmi|Kangana Ranaut|Prachi Desai	Milan Luthria	Ekta Kapoor|Shobha Kapoor	Pritam	Amitabh Bhattacharya|Neelish Misra	Rajat Arora	none	none
182	Yes Boss	2670	180	158	Drama	0	United Seven Entertainment Ltd.	Aditya Pancholi|Shahrukh Khan|Juhi Chawla|Gulshan Grover	Aziz Mirza	Ratan Jain	Jatin-Lalit	Javed Akhtar	Sanjay Chhel|Mangesh Kulkarni	Sanjay Chhel	none
183	Hamara Dil Aapke Paas Hai	739	225	165	Drama	0	S.K. Films Enterprises	Anil Kapoor|Aishwarya Rai|Sonali Bendre|Puru Raajkumar	Satish Kaushik	Surinder Kapoor	Sanjeev-Darshan	Javed Akhtar	Bhupati Raja	Bhupati Raja	Jainendra Jain
184	Suhaag	3034	200	158	Romance	0	Shweta International	Ajay Devgn|Akshay Kumar|Karisma Kapoor|Nagma	Kuku Kohli	Anil Sharma	Anand-Milind	Sameer	Honey Irani	Tanveer Khan	Naushir Khatau
185	Daag - The Fire	2453	210	166	Action	0	Inderjit Films Combine	Sanjay Dutt|Chandrachur Singh|Mahima Chaudhary|Raj Babbar	Raj Kanwar	Raj Kanwar	Rajesh Roshan	Sameer	Robin Bhatt|Akash Khurana	Jainendra Jain	none
